RUN	PerformanceTest	performancetest	1549555994276	 	3.0.3
REQUEST	95		Add Order	1549556011550	1549556011555	OK	 
REQUEST	49		Current User	1549556011559	1549556011560	OK	 
REQUEST	69		Login as a Employee	1549556010955	1549556011560	OK	 
REQUEST	29		Change status of order	1549556011570	1549556011575	OK	 
REQUEST	96		Add Order	1549556011650	1549556011655	OK	 
REQUEST	76		Client Logout	1549556011660	1549556011661	OK	 
REQUEST	50		Current User	1549556011660	1549556011662	OK	 
REQUEST	70		Login as a Employee	1549556011057	1549556011662	OK	 
REQUEST	76		Client Logout Redirect 1	1549556011662	1549556011663	OK	 
REQUEST	76		Client Logout Redirect 2	1549556011664	1549556011665	OK	 
REQUEST	30		Change status of order	1549556011660	1549556011666	OK	 
REQUEST	97		Add Order	1549556011740	1549556011745	OK	 
REQUEST	77		Client Logout	1549556011748	1549556011749	OK	 
REQUEST	77		Client Logout Redirect 1	1549556011750	1549556011751	OK	 
REQUEST	77		Client Logout Redirect 2	1549556011752	1549556011754	OK	 
REQUEST	51		Current User	1549556011761	1549556011762	OK	 
REQUEST	71		Login as a Employee	1549556011155	1549556011762	OK	 
REQUEST	31		Change status of order	1549556011761	1549556011765	OK	 
REQUEST	78		Client Logout	1549556011851	1549556011852	OK	 
REQUEST	78		Client Logout Redirect 1	1549556011853	1549556011854	OK	 
REQUEST	98		Add Order	1549556011851	1549556011856	OK	 
REQUEST	78		Client Logout Redirect 2	1549556011855	1549556011857	OK	 
REQUEST	52		Current User	1549556011858	1549556011859	OK	 
REQUEST	72		Login as a Employee	1549556011264	1549556011867	OK	 
REQUEST	32		Change status of order	1549556011869	1549556011874	OK	 
REQUEST	99		Add Order	1549556011949	1549556011953	OK	 
REQUEST	79		Client Logout	1549556011960	1549556011961	OK	 
REQUEST	73		Login as a Employee	1549556011355	1549556011961	OK	 
REQUEST	79		Client Logout Redirect 1	1549556011962	1549556011963	OK	 
REQUEST	79		Client Logout Redirect 2	1549556011964	1549556011966	OK	 
REQUEST	33		Change status of order	1549556011960	1549556011967	OK	 
REQUEST	53		Current User	1549556011968	1549556011969	OK	 
REQUEST	80		Client Logout	1549556012048	1549556012049	OK	 
REQUEST	80		Client Logout Redirect 1	1549556012050	1549556012051	OK	 
REQUEST	100		Add Order	1549556012048	1549556012052	OK	 
REQUEST	80		Client Logout Redirect 2	1549556012051	1549556012053	OK	 
REQUEST	54		Current User	1549556012070	1549556012071	OK	 
REQUEST	34		Change status of order	1549556012070	1549556012074	OK	 
REQUEST	74		Login as a Employee	1549556011548	1549556012151	OK	 
REQUEST	75		Login as a Employee	1549556011555	1549556012158	OK	 
REQUEST	81		Client Logout	1549556012158	1549556012159	OK	 
REQUEST	81		Client Logout Redirect 1	1549556012159	1549556012160	OK	 
REQUEST	81		Client Logout Redirect 2	1549556012161	1549556012162	OK	 
REQUEST	55		Current User	1549556012170	1549556012171	OK	 
REQUEST	35		Change status of order	1549556012171	1549556012174	OK	 
REQUEST	82		Client Logout	1549556012250	1549556012251	OK	 
REQUEST	82		Client Logout Redirect 1	1549556012251	1549556012252	OK	 
REQUEST	82		Client Logout Redirect 2	1549556012252	1549556012254	OK	 
REQUEST	56		Current User	1549556012270	1549556012271	OK	 
REQUEST	76		Login as a Employee	1549556011666	1549556012271	OK	 
REQUEST	36		Change status of order	1549556012270	1549556012274	OK	 
REQUEST	83		Client Logout	1549556012350	1549556012351	OK	 
REQUEST	83		Client Logout Redirect 1	1549556012352	1549556012352	OK	 
REQUEST	83		Client Logout Redirect 2	1549556012353	1549556012355	OK	 
REQUEST	77		Login as a Employee	1549556011755	1549556012357	OK	 
REQUEST	57		Current User	1549556012369	1549556012370	OK	 
REQUEST	37		Change status of order	1549556012381	1549556012386	OK	 
REQUEST	84		Client Logout	1549556012460	1549556012461	OK	 
REQUEST	58		Current User	1549556012460	1549556012461	OK	 
REQUEST	78		Login as a Employee	1549556011858	1549556012461	OK	 
REQUEST	84		Client Logout Redirect 1	1549556012461	1549556012462	OK	 
REQUEST	84		Client Logout Redirect 2	1549556012462	1549556012464	OK	 
REQUEST	38		Change status of order	1549556012470	1549556012474	OK	 
REQUEST	85		Client Logout	1549556012560	1549556012561	OK	 
REQUEST	85		Client Logout Redirect 1	1549556012562	1549556012562	OK	 
REQUEST	85		Client Logout Redirect 2	1549556012563	1549556012564	OK	 
REQUEST	59		Current User	1549556012571	1549556012572	OK	 
REQUEST	79		Login as a Employee	1549556011967	1549556012572	OK	 
REQUEST	39		Change status of order	1549556012571	1549556012575	OK	 
REQUEST	86		Client Logout	1549556012648	1549556012649	OK	 
REQUEST	86		Client Logout Redirect 1	1549556012650	1549556012651	OK	 
REQUEST	86		Client Logout Redirect 2	1549556012652	1549556012654	OK	 
REQUEST	80		Login as a Employee	1549556012053	1549556012656	OK	 
REQUEST	40		Change status of order	1549556012660	1549556012663	OK	 
REQUEST	60		Current User	1549556012669	1549556012670	OK	 
REQUEST	87		Client Logout	1549556012748	1549556012749	OK	 
REQUEST	87		Client Logout Redirect 1	1549556012749	1549556012750	OK	 
REQUEST	87		Client Logout Redirect 2	1549556012750	1549556012752	OK	 
REQUEST	41		Change status of order	1549556012760	1549556012765	OK	 
REQUEST	61		Current User	1549556012769	1549556012770	OK	 
REQUEST	81		Login as a Employee	1549556012163	1549556012770	OK	 
REQUEST	88		Client Logout	1549556012850	1549556012851	OK	 
REQUEST	88		Client Logout Redirect 1	1549556012852	1549556012853	OK	 
REQUEST	88		Client Logout Redirect 2	1549556012854	1549556012856	OK	 
REQUEST	82		Login as a Employee	1549556012255	1549556012859	OK	 
REQUEST	62		Current User	1549556012868	1549556012869	OK	 
REQUEST	42		Change status of order	1549556012868	1549556012872	OK	 
REQUEST	89		Client Logout	1549556012948	1549556012949	OK	 
REQUEST	89		Client Logout Redirect 1	1549556012950	1549556012951	OK	 
REQUEST	89		Client Logout Redirect 2	1549556012952	1549556012954	OK	 
REQUEST	83		Login as a Employee	1549556012355	1549556012962	OK	 
REQUEST	63		Current User	1549556012968	1549556012970	OK	 
REQUEST	43		Change status of order	1549556012969	1549556012975	OK	 
REQUEST	90		Client Logout	1549556013048	1549556013049	OK	 
REQUEST	90		Client Logout Redirect 1	1549556013050	1549556013051	OK	 
REQUEST	90		Client Logout Redirect 2	1549556013052	1549556013054	OK	 
REQUEST	84		Login as a Employee	1549556012464	1549556013071	OK	 
REQUEST	64		Current User	1549556013070	1549556013071	OK	 
REQUEST	44		Change status of order	1549556013070	1549556013076	OK	 
REQUEST	91		Client Logout	1549556013148	1549556013149	OK	 
REQUEST	91		Client Logout Redirect 1	1549556013150	1549556013151	OK	 
REQUEST	91		Client Logout Redirect 2	1549556013152	1549556013154	OK	 
REQUEST	85		Login as a Employee	1549556012565	1549556013169	OK	 
REQUEST	65		Current User	1549556013168	1549556013170	OK	 
REQUEST	45		Change status of order	1549556013169	1549556013174	OK	 
REQUEST	92		Client Logout	1549556013248	1549556013249	OK	 
REQUEST	92		Client Logout Redirect 1	1549556013250	1549556013251	OK	 
REQUEST	92		Client Logout Redirect 2	1549556013252	1549556013254	OK	 
REQUEST	86		Login as a Employee	1549556012655	1549556013261	OK	 
REQUEST	66		Current User	1549556013269	1549556013271	OK	 
REQUEST	46		Change status of order	1549556013269	1549556013275	OK	 
REQUEST	93		Client Logout	1549556013348	1549556013350	OK	 
REQUEST	93		Client Logout Redirect 1	1549556013350	1549556013351	OK	 
REQUEST	93		Client Logout Redirect 2	1549556013352	1549556013354	OK	 
REQUEST	87		Login as a Employee	1549556012752	1549556013355	OK	 
REQUEST	67		Current User	1549556013368	1549556013369	OK	 
REQUEST	47		Change status of order	1549556013368	1549556013372	OK	 
REQUEST	94		Client Logout	1549556013449	1549556013450	OK	 
REQUEST	94		Client Logout Redirect 1	1549556013450	1549556013451	OK	 
REQUEST	94		Client Logout Redirect 2	1549556013452	1549556013454	OK	 
REQUEST	88		Login as a Employee	1549556012857	1549556013461	OK	 
REQUEST	68		Current User	1549556013470	1549556013472	OK	 
REQUEST	48		Change status of order	1549556013470	1549556013476	OK	 
REQUEST	95		Client Logout	1549556013551	1549556013552	OK	 
REQUEST	95		Client Logout Redirect 1	1549556013552	1549556013553	OK	 
REQUEST	95		Client Logout Redirect 2	1549556013554	1549556013555	OK	 
REQUEST	89		Login as a Employee	1549556012954	1549556013561	OK	 
REQUEST	49		Change status of order	1549556013560	1549556013564	OK	 
REQUEST	69		Current User	1549556013568	1549556013569	OK	 
REQUEST	96		Client Logout	1549556013648	1549556013649	OK	 
REQUEST	96		Client Logout Redirect 1	1549556013650	1549556013651	OK	 
REQUEST	96		Client Logout Redirect 2	1549556013652	1549556013654	OK	 
REQUEST	70		Current User	1549556013659	1549556013660	OK	 
REQUEST	90		Login as a Employee	1549556013055	1549556013660	OK	 
REQUEST	50		Change status of order	1549556013669	1549556013673	OK	 
REQUEST	97		Client Logout	1549556013751	1549556013752	OK	 
REQUEST	97		Client Logout Redirect 1	1549556013753	1549556013754	OK	 
REQUEST	97		Client Logout Redirect 2	1549556013754	1549556013756	OK	 
REQUEST	91		Login as a Employee	1549556013154	1549556013759	OK	 
REQUEST	71		Current User	1549556013771	1549556013772	OK	 
REQUEST	51		Change status of order	1549556013771	1549556013777	OK	 
REQUEST	1		Employee Logout	1549556013830	1549556013831	OK	 
REQUEST	1		Employee Logout Redirect 1	1549556013832	1549556013833	OK	 
REQUEST	1		Employee Logout Redirect 2	1549556013834	1549556013836	OK	 
USER	OrderItemsAndAcceptOrder	1	END	1549555995492	1549556013839
REQUEST	98		Client Logout	1549556013851	1549556013852	OK	 
REQUEST	98		Client Logout Redirect 1	1549556013853	1549556013854	OK	 
REQUEST	98		Client Logout Redirect 2	1549556013854	1549556013857	OK	 
REQUEST	92		Login as a Employee	1549556013255	1549556013858	OK	 
REQUEST	72		Current User	1549556013858	1549556013859	OK	 
REQUEST	52		Change status of order	1549556013870	1549556013876	OK	 
REQUEST	2		Employee Logout	1549556013910	1549556013911	OK	 
REQUEST	2		Employee Logout Redirect 1	1549556013912	1549556013913	OK	 
REQUEST	2		Employee Logout Redirect 2	1549556013913	1549556013916	OK	 
USER	OrderItemsAndAcceptOrder	2	END	1549555995630	1549556013917
REQUEST	99		Client Logout	1549556013949	1549556013950	OK	 
REQUEST	99		Client Logout Redirect 1	1549556013951	1549556013952	OK	 
REQUEST	99		Client Logout Redirect 2	1549556013953	1549556013955	OK	 
REQUEST	93		Login as a Employee	1549556013354	1549556013961	OK	 
REQUEST	73		Current User	1549556013968	1549556013970	OK	 
REQUEST	53		Change status of order	1549556013969	1549556013973	OK	 
REQUEST	3		Employee Logout	1549556014010	1549556014011	OK	 
REQUEST	3		Employee Logout Redirect 1	1549556014012	1549556014013	OK	 
REQUEST	3		Employee Logout Redirect 2	1549556014013	1549556014015	OK	 
USER	OrderItemsAndAcceptOrder	3	END	1549555995730	1549556014016
REQUEST	100		Client Logout	1549556014051	1549556014052	OK	 
REQUEST	100		Client Logout Redirect 1	1549556014052	1549556014053	OK	 
REQUEST	100		Client Logout Redirect 2	1549556014053	1549556014055	OK	 
REQUEST	94		Login as a Employee	1549556013454	1549556014060	OK	 
REQUEST	74		Current User	1549556014070	1549556014072	OK	 
REQUEST	54		Change status of order	1549556014071	1549556014076	OK	 
REQUEST	4		Employee Logout	1549556014119	1549556014119	OK	 
REQUEST	4		Employee Logout Redirect 1	1549556014120	1549556014121	OK	 
REQUEST	4		Employee Logout Redirect 2	1549556014121	1549556014123	OK	 
USER	OrderItemsAndAcceptOrder	4	END	1549555995829	1549556014123
REQUEST	95		Login as a Employee	1549556013556	1549556014158	OK	 
REQUEST	75		Current User	1549556014169	1549556014171	OK	 
REQUEST	55		Change status of order	1549556014169	1549556014174	OK	 
REQUEST	5		Employee Logout	1549556014209	1549556014210	OK	 
REQUEST	5		Employee Logout Redirect 1	1549556014211	1549556014212	OK	 
REQUEST	5		Employee Logout Redirect 2	1549556014212	1549556014214	OK	 
USER	OrderItemsAndAcceptOrder	5	END	1549555995930	1549556014215
REQUEST	96		Login as a Employee	1549556013654	1549556014262	OK	 
REQUEST	76		Current User	1549556014268	1549556014272	OK	 
REQUEST	56		Change status of order	1549556014268	1549556014275	OK	 
REQUEST	6		Employee Logout	1549556014310	1549556014312	OK	 
REQUEST	6		Employee Logout Redirect 1	1549556014312	1549556014313	OK	 
REQUEST	6		Employee Logout Redirect 2	1549556014314	1549556014317	OK	 
USER	OrderItemsAndAcceptOrder	6	END	1549555996030	1549556014317
REQUEST	97		Login as a Employee	1549556013757	1549556014362	OK	 
REQUEST	77		Current User	1549556014369	1549556014372	OK	 
REQUEST	57		Change status of order	1549556014380	1549556014385	OK	 
REQUEST	7		Employee Logout	1549556014411	1549556014412	OK	 
REQUEST	7		Employee Logout Redirect 1	1549556014413	1549556014414	OK	 
REQUEST	7		Employee Logout Redirect 2	1549556014414	1549556014417	OK	 
USER	OrderItemsAndAcceptOrder	7	END	1549555996130	1549556014417
REQUEST	98		Login as a Employee	1549556013857	1549556014461	OK	 
REQUEST	78		Current User	1549556014460	1549556014462	OK	 
REQUEST	58		Change status of order	1549556014469	1549556014473	OK	 
REQUEST	8		Employee Logout	1549556014508	1549556014509	OK	 
REQUEST	8		Employee Logout Redirect 1	1549556014510	1549556014511	OK	 
REQUEST	8		Employee Logout Redirect 2	1549556014511	1549556014513	OK	 
USER	OrderItemsAndAcceptOrder	8	END	1549555996228	1549556014514
REQUEST	99		Login as a Employee	1549556013956	1549556014562	OK	 
REQUEST	79		Current User	1549556014580	1549556014582	OK	 
REQUEST	59		Change status of order	1549556014580	1549556014587	OK	 
REQUEST	9		Employee Logout	1549556014600	1549556014601	OK	 
REQUEST	9		Employee Logout Redirect 1	1549556014602	1549556014605	OK	 
REQUEST	9		Employee Logout Redirect 2	1549556014605	1549556014608	OK	 
USER	OrderItemsAndAcceptOrder	9	END	1549555996330	1549556014608
REQUEST	80		Current User	1549556014661	1549556014663	OK	 
REQUEST	100		Login as a Employee	1549556014055	1549556014663	OK	 
REQUEST	60		Change status of order	1549556014670	1549556014676	OK	 
REQUEST	10		Employee Logout	1549556014689	1549556014690	OK	 
REQUEST	10		Employee Logout Redirect 1	1549556014691	1549556014691	OK	 
REQUEST	10		Employee Logout Redirect 2	1549556014692	1549556014693	OK	 
USER	OrderItemsAndAcceptOrder	10	END	1549555996430	1549556014694
REQUEST	81		Current User	1549556014771	1549556014772	OK	 
REQUEST	61		Change status of order	1549556014771	1549556014776	OK	 
REQUEST	11		Employee Logout	1549556014811	1549556014812	OK	 
REQUEST	11		Employee Logout Redirect 1	1549556014812	1549556014813	OK	 
REQUEST	11		Employee Logout Redirect 2	1549556014814	1549556014816	OK	 
USER	OrderItemsAndAcceptOrder	11	END	1549555996531	1549556014817
REQUEST	82		Current User	1549556014868	1549556014870	OK	 
REQUEST	62		Change status of order	1549556014869	1549556014873	OK	 
REQUEST	12		Employee Logout	1549556014901	1549556014902	OK	 
REQUEST	12		Employee Logout Redirect 1	1549556014903	1549556014906	OK	 
REQUEST	12		Employee Logout Redirect 2	1549556014906	1549556014909	OK	 
USER	OrderItemsAndAcceptOrder	12	END	1549555996631	1549556014910
REQUEST	83		Current User	1549556014971	1549556014972	OK	 
REQUEST	63		Change status of order	1549556014971	1549556014977	OK	 
REQUEST	13		Employee Logout	1549556015000	1549556015001	OK	 
REQUEST	13		Employee Logout Redirect 1	1549556015002	1549556015003	OK	 
REQUEST	13		Employee Logout Redirect 2	1549556015004	1549556015006	OK	 
USER	OrderItemsAndAcceptOrder	13	END	1549555996730	1549556015007
REQUEST	84		Current User	1549556015069	1549556015071	OK	 
REQUEST	64		Change status of order	1549556015079	1549556015085	OK	 
REQUEST	14		Employee Logout	1549556015098	1549556015099	OK	 
REQUEST	14		Employee Logout Redirect 1	1549556015099	1549556015100	OK	 
REQUEST	14		Employee Logout Redirect 2	1549556015100	1549556015102	OK	 
USER	OrderItemsAndAcceptOrder	14	END	1549555996830	1549556015103
REQUEST	85		Current User	1549556015179	1549556015180	OK	 
REQUEST	65		Change status of order	1549556015179	1549556015185	OK	 
REQUEST	15		Employee Logout	1549556015209	1549556015210	OK	 
REQUEST	15		Employee Logout Redirect 1	1549556015210	1549556015211	OK	 
REQUEST	15		Employee Logout Redirect 2	1549556015211	1549556015213	OK	 
USER	OrderItemsAndAcceptOrder	15	END	1549555996930	1549556015213
REQUEST	86		Current User	1549556015261	1549556015263	OK	 
REQUEST	66		Change status of order	1549556015271	1549556015276	OK	 
REQUEST	16		Employee Logout	1549556015300	1549556015301	OK	 
REQUEST	16		Employee Logout Redirect 1	1549556015302	1549556015305	OK	 
REQUEST	16		Employee Logout Redirect 2	1549556015305	1549556015308	OK	 
USER	OrderItemsAndAcceptOrder	16	END	1549555997028	1549556015308
REQUEST	87		Current User	1549556015361	1549556015363	OK	 
REQUEST	67		Change status of order	1549556015369	1549556015374	OK	 
REQUEST	17		Employee Logout	1549556015401	1549556015403	OK	 
REQUEST	17		Employee Logout Redirect 1	1549556015404	1549556015406	OK	 
REQUEST	17		Employee Logout Redirect 2	1549556015406	1549556015408	OK	 
USER	OrderItemsAndAcceptOrder	17	END	1549555997130	1549556015409
REQUEST	88		Current User	1549556015469	1549556015471	OK	 
REQUEST	68		Change status of order	1549556015470	1549556015474	OK	 
REQUEST	18		Employee Logout	1549556015511	1549556015512	OK	 
REQUEST	18		Employee Logout Redirect 1	1549556015513	1549556015514	OK	 
REQUEST	18		Employee Logout Redirect 2	1549556015514	1549556015517	OK	 
USER	OrderItemsAndAcceptOrder	18	END	1549555997229	1549556015518
REQUEST	89		Current User	1549556015569	1549556015572	OK	 
REQUEST	69		Change status of order	1549556015570	1549556015576	OK	 
REQUEST	19		Employee Logout	1549556015620	1549556015622	OK	 
REQUEST	19		Employee Logout Redirect 1	1549556015622	1549556015623	OK	 
REQUEST	19		Employee Logout Redirect 2	1549556015624	1549556015626	OK	 
USER	OrderItemsAndAcceptOrder	19	END	1549555997330	1549556015626
REQUEST	90		Current User	1549556015668	1549556015672	OK	 
REQUEST	70		Change status of order	1549556015669	1549556015676	OK	 
REQUEST	20		Employee Logout	1549556015709	1549556015710	OK	 
REQUEST	20		Employee Logout Redirect 1	1549556015711	1549556015712	OK	 
REQUEST	20		Employee Logout Redirect 2	1549556015712	1549556015715	OK	 
USER	OrderItemsAndAcceptOrder	20	END	1549555997431	1549556015715
REQUEST	91		Current User	1549556015768	1549556015772	OK	 
REQUEST	71		Change status of order	1549556015769	1549556015776	OK	 
REQUEST	21		Employee Logout	1549556015818	1549556015819	OK	 
REQUEST	21		Employee Logout Redirect 1	1549556015819	1549556015820	OK	 
REQUEST	21		Employee Logout Redirect 2	1549556015820	1549556015821	OK	 
USER	OrderItemsAndAcceptOrder	21	END	1549555997528	1549556015822
REQUEST	22		Employee Logout	1549556015860	1549556015861	OK	 
REQUEST	92		Current User	1549556015860	1549556015862	OK	 
REQUEST	22		Employee Logout Redirect 1	1549556015862	1549556015863	OK	 
REQUEST	22		Employee Logout Redirect 2	1549556015863	1549556015866	OK	 
USER	OrderItemsAndAcceptOrder	22	END	1549555997600	1549556015866
REQUEST	72		Change status of order	1549556015868	1549556015875	OK	 
REQUEST	93		Current User	1549556015960	1549556015961	OK	 
REQUEST	23		Employee Logout	1549556015970	1549556015971	OK	 
REQUEST	23		Employee Logout Redirect 1	1549556015972	1549556015973	OK	 
REQUEST	23		Employee Logout Redirect 2	1549556015973	1549556015976	OK	 
USER	OrderItemsAndAcceptOrder	23	END	1549555997701	1549556015977
REQUEST	73		Change status of order	1549556015970	1549556015977	OK	 
REQUEST	24		Employee Logout	1549556016070	1549556016071	OK	 
REQUEST	94		Current User	1549556016070	1549556016072	OK	 
REQUEST	24		Employee Logout Redirect 1	1549556016072	1549556016073	OK	 
REQUEST	24		Employee Logout Redirect 2	1549556016074	1549556016077	OK	 
REQUEST	74		Change status of order	1549556016070	1549556016077	OK	 
USER	OrderItemsAndAcceptOrder	24	END	1549555997800	1549556016077
REQUEST	95		Current User	1549556016161	1549556016163	OK	 
REQUEST	75		Change status of order	1549556016161	1549556016167	OK	 
REQUEST	25		Employee Logout	1549556016170	1549556016170	OK	 
REQUEST	25		Employee Logout Redirect 1	1549556016171	1549556016171	OK	 
REQUEST	25		Employee Logout Redirect 2	1549556016172	1549556016173	OK	 
USER	OrderItemsAndAcceptOrder	25	END	1549555997900	1549556016174
REQUEST	26		Employee Logout	1549556016269	1549556016270	OK	 
REQUEST	96		Current User	1549556016269	1549556016270	OK	 
REQUEST	26		Employee Logout Redirect 1	1549556016270	1549556016271	OK	 
REQUEST	26		Employee Logout Redirect 2	1549556016271	1549556016273	OK	 
REQUEST	76		Change status of order	1549556016269	1549556016273	OK	 
USER	OrderItemsAndAcceptOrder	26	END	1549555997999	1549556016273
REQUEST	97		Current User	1549556016361	1549556016363	OK	 
REQUEST	27		Employee Logout	1549556016369	1549556016371	OK	 
REQUEST	27		Employee Logout Redirect 1	1549556016371	1549556016372	OK	 
REQUEST	27		Employee Logout Redirect 2	1549556016373	1549556016375	OK	 
USER	OrderItemsAndAcceptOrder	27	END	1549555998099	1549556016376
REQUEST	77		Change status of order	1549556016370	1549556016377	OK	 
REQUEST	28		Employee Logout	1549556016461	1549556016462	OK	 
REQUEST	98		Current User	1549556016461	1549556016463	OK	 
REQUEST	28		Employee Logout Redirect 1	1549556016463	1549556016464	OK	 
REQUEST	28		Employee Logout Redirect 2	1549556016465	1549556016467	OK	 
USER	OrderItemsAndAcceptOrder	28	END	1549555998200	1549556016467
REQUEST	78		Change status of order	1549556016470	1549556016475	OK	 
REQUEST	99		Current User	1549556016560	1549556016562	OK	 
REQUEST	29		Employee Logout	1549556016570	1549556016571	OK	 
REQUEST	29		Employee Logout Redirect 1	1549556016571	1549556016572	OK	 
REQUEST	29		Employee Logout Redirect 2	1549556016573	1549556016574	OK	 
USER	OrderItemsAndAcceptOrder	29	END	1549555998298	1549556016575
REQUEST	79		Change status of order	1549556016579	1549556016583	OK	 
REQUEST	30		Employee Logout	1549556016660	1549556016661	OK	 
REQUEST	100		Current User	1549556016660	1549556016662	OK	 
REQUEST	30		Employee Logout Redirect 1	1549556016662	1549556016663	OK	 
REQUEST	30		Employee Logout Redirect 2	1549556016664	1549556016666	OK	 
REQUEST	80		Change status of order	1549556016660	1549556016666	OK	 
USER	OrderItemsAndAcceptOrder	30	END	1549555998400	1549556016667
REQUEST	31		Employee Logout	1549556016758	1549556016759	OK	 
REQUEST	31		Employee Logout Redirect 1	1549556016759	1549556016760	OK	 
REQUEST	31		Employee Logout Redirect 2	1549556016761	1549556016762	OK	 
USER	OrderItemsAndAcceptOrder	31	END	1549555998500	1549556016763
REQUEST	81		Change status of order	1549556016768	1549556016772	OK	 
REQUEST	32		Employee Logout	1549556016870	1549556016871	OK	 
REQUEST	32		Employee Logout Redirect 1	1549556016872	1549556016873	OK	 
REQUEST	32		Employee Logout Redirect 2	1549556016874	1549556016877	OK	 
REQUEST	82		Change status of order	1549556016870	1549556016877	OK	 
USER	OrderItemsAndAcceptOrder	32	END	1549555998610	1549556016877
REQUEST	33		Employee Logout	1549556016970	1549556016971	OK	 
REQUEST	33		Employee Logout Redirect 1	1549556016972	1549556016973	OK	 
REQUEST	33		Employee Logout Redirect 2	1549556016974	1549556016976	OK	 
REQUEST	83		Change status of order	1549556016970	1549556016976	OK	 
USER	OrderItemsAndAcceptOrder	33	END	1549555998709	1549556016976
REQUEST	34		Employee Logout	1549556017070	1549556017071	OK	 
REQUEST	34		Employee Logout Redirect 1	1549556017072	1549556017073	OK	 
REQUEST	84		Change status of order	1549556017070	1549556017076	OK	 
REQUEST	34		Employee Logout Redirect 2	1549556017074	1549556017076	OK	 
USER	OrderItemsAndAcceptOrder	34	END	1549555998809	1549556017077
REQUEST	35		Employee Logout	1549556017170	1549556017171	OK	 
REQUEST	35		Employee Logout Redirect 1	1549556017172	1549556017173	OK	 
REQUEST	35		Employee Logout Redirect 2	1549556017174	1549556017176	OK	 
USER	OrderItemsAndAcceptOrder	35	END	1549555998910	1549556017176
REQUEST	85		Change status of order	1549556017178	1549556017183	OK	 
REQUEST	86		Change status of order	1549556017271	1549556017276	OK	 
REQUEST	36		Employee Logout	1549556017280	1549556017281	OK	 
REQUEST	36		Employee Logout Redirect 1	1549556017282	1549556017282	OK	 
REQUEST	36		Employee Logout Redirect 2	1549556017283	1549556017284	OK	 
USER	OrderItemsAndAcceptOrder	36	END	1549555999010	1549556017285
REQUEST	87		Change status of order	1549556017358	1549556017362	OK	 
REQUEST	37		Employee Logout	1549556017381	1549556017382	OK	 
REQUEST	37		Employee Logout Redirect 1	1549556017382	1549556017384	OK	 
REQUEST	37		Employee Logout Redirect 2	1549556017385	1549556017387	OK	 
USER	OrderItemsAndAcceptOrder	37	END	1549555999110	1549556017388
REQUEST	38		Employee Logout	1549556017471	1549556017472	OK	 
REQUEST	38		Employee Logout Redirect 1	1549556017473	1549556017474	OK	 
REQUEST	88		Change status of order	1549556017471	1549556017477	OK	 
REQUEST	38		Employee Logout Redirect 2	1549556017475	1549556017477	OK	 
USER	OrderItemsAndAcceptOrder	38	END	1549555999209	1549556017478
REQUEST	39		Employee Logout	1549556017569	1549556017570	OK	 
REQUEST	39		Employee Logout Redirect 1	1549556017570	1549556017572	OK	 
REQUEST	39		Employee Logout Redirect 2	1549556017572	1549556017574	OK	 
REQUEST	89		Change status of order	1549556017569	1549556017575	OK	 
USER	OrderItemsAndAcceptOrder	39	END	1549555999310	1549556017575
REQUEST	40		Employee Logout	1549556017660	1549556017662	OK	 
REQUEST	40		Employee Logout Redirect 1	1549556017662	1549556017663	OK	 
REQUEST	40		Employee Logout Redirect 2	1549556017664	1549556017666	OK	 
USER	OrderItemsAndAcceptOrder	40	END	1549555999409	1549556017667
REQUEST	90		Change status of order	1549556017671	1549556017676	OK	 
REQUEST	41		Employee Logout	1549556017768	1549556017770	OK	 
REQUEST	41		Employee Logout Redirect 1	1549556017770	1549556017771	OK	 
REQUEST	41		Employee Logout Redirect 2	1549556017772	1549556017774	OK	 
USER	OrderItemsAndAcceptOrder	41	END	1549555999510	1549556017775
REQUEST	91		Change status of order	1549556017769	1549556017775	OK	 
REQUEST	92		Change status of order	1549556017861	1549556017867	OK	 
REQUEST	42		Employee Logout	1549556017870	1549556017871	OK	 
REQUEST	42		Employee Logout Redirect 1	1549556017871	1549556017872	OK	 
REQUEST	42		Employee Logout Redirect 2	1549556017873	1549556017875	OK	 
USER	OrderItemsAndAcceptOrder	42	END	1549555999610	1549556017875
REQUEST	93		Change status of order	1549556017961	1549556017965	OK	 
REQUEST	43		Employee Logout	1549556017969	1549556017970	OK	 
REQUEST	43		Employee Logout Redirect 1	1549556017971	1549556017971	OK	 
REQUEST	43		Employee Logout Redirect 2	1549556017972	1549556017973	OK	 
USER	OrderItemsAndAcceptOrder	43	END	1549555999709	1549556017974
REQUEST	44		Employee Logout	1549556018068	1549556018069	OK	 
REQUEST	44		Employee Logout Redirect 1	1549556018069	1549556018070	OK	 
REQUEST	44		Employee Logout Redirect 2	1549556018071	1549556018073	OK	 
REQUEST	94		Change status of order	1549556018068	1549556018073	OK	 
USER	OrderItemsAndAcceptOrder	44	END	1549555999808	1549556018073
REQUEST	95		Change status of order	1549556018161	1549556018167	OK	 
REQUEST	45		Employee Logout	1549556018168	1549556018169	OK	 
REQUEST	45		Employee Logout Redirect 1	1549556018169	1549556018170	OK	 
REQUEST	45		Employee Logout Redirect 2	1549556018170	1549556018172	OK	 
USER	OrderItemsAndAcceptOrder	45	END	1549555999909	1549556018172
REQUEST	46		Employee Logout	1549556018271	1549556018272	OK	 
REQUEST	46		Employee Logout Redirect 1	1549556018273	1549556018274	OK	 
